SCORE;POPULATION_SIZE;CHILDREN_SIZE;PARENTS_SIZE;ARITHMETIC_XOVER_N_PARENTS;MUTATION_PROBABILITY;N_SURVIVORS;TOURNAMENT_SIZE;ARITHMETIC_RECOMB_ALPHA;MUTATION_A;MUTATION_B;MUTATION_EPSILON
9.999913208026593;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.16666666667;1.47368421053e-11;HALTED_BAD_RESULT
9.99989911299371;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.27777777778;1.47368421053e-11;HALTED_BAD_RESULT
9.99989888222672;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.38888888889;1.47368421053e-11;HALTED_BAD_RESULT
9.999907347999116;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.5;1.47368421053e-11;HALTED_BAD_RESULT
9.999720124544332;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.5;1.47368421053e-11;HALTED_BAD_RESULT
9.999938216768024;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.61111111111;1.47368421053e-11;HALTED_BAD_RESULT
9.999915913955233;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.72222222222;1.47368421053e-11;HALTED_BAD_RESULT
9.999878004444243;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.83333333333;1.47368421053e-11;HALTED_BAD_RESULT
9.999889842524022;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.94444444444;1.47368421053e-11;HALTED_BAD_RESULT
9.999890937467235;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.05555555556;1.47368421053e-11;HALTED_BAD_RESULT
9.999870882132313;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.16666666667;1.47368421053e-11;HALTED_BAD_RESULT
9.999896427379126;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.27777777778;1.47368421053e-11;HALTED_BAD_RESULT
9.999900397270906;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.38888888889;1.47368421053e-11;HALTED_BAD_RESULT
9.999913878155821;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.5;1.47368421053e-11;HALTED_BAD_RESULT
9.99993145654214;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.5;1.47368421053e-11;HALTED_BAD_RESULT
9.99990299666542;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.61111111111;1.47368421053e-11;HALTED_BAD_RESULT
9.999932775607498;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.72222222222;1.47368421053e-11;HALTED_BAD_RESULT
9.99990932029408;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.83333333333;1.47368421053e-11;HALTED_BAD_RESULT
9.99989654578948;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.94444444444;1.47368421053e-11;HALTED_BAD_RESULT
9.999924873908283;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.05555555556;1.47368421053e-11;HALTED_BAD_RESULT
9.999954616096478;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.16666666667;1.47368421053e-11
9.999820039237795;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.27777777778;1.47368421053e-11;HALTED_BAD_RESULT
9.99987889908623;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.38888888889;1.47368421053e-11;HALTED_BAD_RESULT
9.999890338011092;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.5;1.47368421053e-11;HALTED_BAD_RESULT
9.999889366935404;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.5;1.47368421053e-11;HALTED_BAD_RESULT
9.999851678512464;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.61111111111;1.47368421053e-11;HALTED_BAD_RESULT
9.999898481483621;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.72222222222;1.47368421053e-11;HALTED_BAD_RESULT
9.999917908400572;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.83333333333;1.47368421053e-11;HALTED_BAD_RESULT
9.999844676144013;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.94444444444;1.47368421053e-11;HALTED_BAD_RESULT
9.999927822220068;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.05555555556;1.47368421053e-11;HALTED_BAD_RESULT
9.999894619821736;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.16666666667;1.47368421053e-11;HALTED_BAD_RESULT
9.999906326157676;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.27777777778;1.47368421053e-11;HALTED_BAD_RESULT
9.999921336565116;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.38888888889;1.47368421053e-11;HALTED_BAD_RESULT
9.999918755388865;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.5;1.47368421053e-11;HALTED_BAD_RESULT
9.99989674688179;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.99980741271238;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999897420632275;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999926033039568;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999852713518095;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999730781631525;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.999813787317155;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999833082234172;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999821456858871;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999832940548796;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999905350811499;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999880284615399;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999891525539278;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999781469323493;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.99991232913724;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999839250380424;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.999850079178012;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999879582364786;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999806047390942;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.99992812894686;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999895329944415;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999942524956944;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999889412296085;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.99987541007175;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.9999331928617;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999851818378792;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.99991449879938;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999893674315333;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999929550283609;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999862926780857;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.9998956490879;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999943918320124;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.99989060506425;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999912289944746;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999915494109066;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.99989216124186;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.99988073434833;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.99990742954526;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999756966413166;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999928610090793;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999931406804748;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.99988925426713;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999920759180169;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999916804091681;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999915845959574;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999850089956889;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.999936545995858;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.99988399959017;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999829322305592;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999857798215297;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.99993140119499;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999897745401851;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.99992612104766;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999942443281912;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999911843176873;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999841252126815;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.99993652483086;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999927004378886;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999850595819916;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999938434591524;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999898888232973;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999882995930653;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999924666959368;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.9998635174911;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999944163647797;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999899271560475;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.999923152906339;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999895593761162;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999885776764977;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999907360046022;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.99972281520263;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999930687029009;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999916687926959;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999875287572436;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999893366546411;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.99987507233732;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.999871037047527;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999895726740968;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999900397275649;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999913818861335;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999927932614238;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999903016553612;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.99993381442527;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.99990874569663;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.999896545789277;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.999919993856174;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.999951675428008;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.16666666667;1.94736842105e-11
9.999823311178133;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999878899090223;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999890338019835;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999889405934427;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999851608477677;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.61111111111;1.94736842105e-11;HALTED_BAD_RESULT
9.999898481486905;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.72222222222;1.94736842105e-11;HALTED_BAD_RESULT
9.999917908384406;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.83333333333;1.94736842105e-11;HALTED_BAD_RESULT
9.99984469287657;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.94444444444;1.94736842105e-11;HALTED_BAD_RESULT
9.99992891144438;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.05555555556;1.94736842105e-11;HALTED_BAD_RESULT
9.99989801271559;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.16666666667;1.94736842105e-11;HALTED_BAD_RESULT
9.999881757027401;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.27777777778;1.94736842105e-11;HALTED_BAD_RESULT
9.999935709131734;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.38888888889;1.94736842105e-11;HALTED_BAD_RESULT
9.999917254149613;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.5;1.94736842105e-11;HALTED_BAD_RESULT
9.999930222986947;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999775167319255;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999900858044729;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999925794154217;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999852669865001;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.999730842589699;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.99981331842338;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999802330545847;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999822112840521;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999815566162122;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999905596162968;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.99988028851769;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999891378197617;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999780853379418;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999909024340425;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.999852816632211;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999850079183977;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999883827205146;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999937891340291;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.99992812894683;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999895361552097;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999943111920887;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.99988863685513;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999893258285887;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999933420210805;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
