SCORE;POPULATION_SIZE;CHILDREN_SIZE;PARENTS_SIZE;ARITHMETIC_XOVER_N_PARENTS;MUTATION_PROBABILITY;N_SURVIVORS;TOURNAMENT_SIZE;ARITHMETIC_RECOMB_ALPHA;MUTATION_A;MUTATION_B;MUTATION_EPSILON
9.99985203065281;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999914096925542;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999893674320306;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999882535175418;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.99986463110367;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999895588735688;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999943918321629;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999896195073456;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999916962438496;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999915182008287;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.999884431507391;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999880778488219;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999907274011763;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999760586500612;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.99992985432804;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999930830591575;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999889248511757;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.99990405379833;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999917071456565;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999915842273069;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.999850089960137;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.99993583869511;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999883999594191;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999829322306384;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999858551016175;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999925889330422;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999902026567176;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999926121080405;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.99994024145644;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999911960759148;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.99984140036385;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.99993652499081;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999926174478636;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999864546992958;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999938434596038;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999897753200893;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999882995945926;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999924666962977;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999870183873917;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.99994258616605;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.99989973255589;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999923081670014;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999898028380047;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.99989888223623;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999907528103712;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999722815209136;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999930682126648;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999916687930453;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999877958298265;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999889842532575;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.999875072341988;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999875007531616;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.9998976403118;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999899236402122;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999913878161552;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999927249324635;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999903187861328;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.99993269293717;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999907547795727;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.99989653891659;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.99991999389706;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999954802801113;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.16666666667;2.42105263158e-11
9.99982326857262;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.999887765942901;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999890338028587;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999889405939392;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999851675400965;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.61111111111;2.42105263158e-11;HALTED_BAD_RESULT
9.999898481489852;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.72222222222;2.42105263158e-11;HALTED_BAD_RESULT
9.999917908387964;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.83333333333;2.42105263158e-11;HALTED_BAD_RESULT
9.999844796864407;300;10;0.7;2;0.55333;100;3;0.11;2.5;1.94444444444;2.42105263158e-11;HALTED_BAD_RESULT
9.999928922572577;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.05555555556;2.42105263158e-11;HALTED_BAD_RESULT
9.999905248946389;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.16666666667;2.42105263158e-11;HALTED_BAD_RESULT
9.999872732381906;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.27777777778;2.42105263158e-11;HALTED_BAD_RESULT
9.99993440118408;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.38888888889;2.42105263158e-11;HALTED_BAD_RESULT
9.999917104798781;300;10;0.7;2;0.55333;100;3;0.11;2.5;2.5;2.42105263158e-11;HALTED_BAD_RESULT
9.999896746888775;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.99977580053558;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999897420741547;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999925793870942;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999861471343857;300;10;0.7;2;0.55333;100;3;0.11;1.5;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999730781641093;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999813317303895;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.999806076112273;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999822112836908;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999815591064927;300;10;0.7;2;0.55333;100;3;0.11;1.5;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.99990547935525;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999880288523812;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999891380868368;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999785729800648;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999912061817833;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999852816637462;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999850079189633;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.999879555058689;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999806047400634;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999927922440055;300;10;0.7;2;0.55333;100;3;0.11;1.61111111111;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999895329950137;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999943111923104;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999890282273876;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999871476902243;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.9999310856463;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999853999116056;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999914499020829;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.999893673392195;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999882535168586;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999863010681876;300;10;0.7;2;0.55333;100;3;0.11;1.72222222222;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999895588740067;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.99994391830876;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999888373105778;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999918415298469;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999915494116268;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999876809086992;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999880734292839;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.99990658885273;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999756884048985;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999929785692705;300;10;0.7;2;0.55333;100;3;0.11;1.83333333333;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999931210789097;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.99988924870094;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999920724475174;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999928781266856;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999867375986273;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999847346641488;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999935838697715;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.999883956415523;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999829322307534;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999857590579783;300;10;0.7;2;0.55333;100;3;0.11;1.94444444444;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999930227666756;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999902025326406;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999926121769505;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999942443275556;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999911960763425;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999841315971752;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999936404460767;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.999927004135262;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.99985378463321;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999938434591794;300;10;0.7;2;0.55333;100;3;0.11;2.05555555556;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999897723601288;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999882809272387;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999925449017724;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999870341276413;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999944198882275;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.999899271456284;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999920554565286;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.99988818809006;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999898882241077;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999906557507654;300;10;0.7;2;0.55333;100;3;0.11;2.16666666667;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999722815214454;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999930682128374;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
9.999916688711481;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.72222222222;2.89473684211e-11;HALTED_BAD_RESULT
9.999877958303168;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.83333333333;2.89473684211e-11;HALTED_BAD_RESULT
9.999872544260958;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;1.94444444444;2.89473684211e-11;HALTED_BAD_RESULT
9.99987482064118;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.05555555556;2.89473684211e-11;HALTED_BAD_RESULT
9.999875007536636;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.16666666667;2.89473684211e-11;HALTED_BAD_RESULT
9.999893709256497;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.27777777778;2.89473684211e-11;HALTED_BAD_RESULT
9.999900017974163;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.38888888889;2.89473684211e-11;HALTED_BAD_RESULT
9.999913818855502;300;10;0.7;2;0.55333;100;3;0.11;2.27777777778;2.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999927932639956;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.5;2.89473684211e-11;HALTED_BAD_RESULT
9.999902984568399;300;10;0.7;2;0.55333;100;3;0.11;2.38888888889;1.61111111111;2.89473684211e-11;HALTED_BAD_RESULT
